index,author,tweet,label,polarity,nouns
1,@tylinamxo,18 years ago. Still remember that day like it was yesterday.,Neutral,0.0,[]
2,@usmcmom061010,Today we remember the innocent lives lost in tragedy. 18 years later we will never forget,Positive,0.25,['innocent lives']
20,@KeoniTylerPub,Tonight the Tribeca Film Festival will present a special screening of Bowling for Columbine on the 18th anniversary of the tr…,Positive,0.17857142857142858,['tribeca film', 'bowling', 'columbine']
21,@HughJaeger,Tonight the Tribeca Film Festival will present a special screening of Bowling for Columbine on the 18th anniversary of the tr…,Positive,0.17857142857142858,['tribeca film', 'bowling', 'columbine']
22,@coastinlikecrzy,Rest In Peace to all 15 people who lost their lives at Columbine High School on April 20th 1999 😔❤️ I hope you're all at…,Positive,0.08,['rest', 'columbine', 'high school', 'april']
23,@OG_Kiona,The only thing I think of on "420",Neutral,0.0,[]
24,@PattyBBoyd,I still remember the Columbine High School tragedy 18 years later Thinking of family  community who…,Positive,0.08,['columbine', 'high school tragedy', 'thinking', 'family community who…']
25,@WCBINEWS,Video: 18th Anniversary Of Columbine Shooting,Neutral,0.0,['video', 'columbine shooting']
26,@gerhardmarianne,Tonight the Tribeca Film Festival will present a special screening of Bowling for Columbine on the 18th anniversary of the tr…,Positive,0.17857142857142858,['tribeca film', 'bowling', 'columbine']
27,@eBookBump,Pierrot  Columbine (The Pierrot´s Love Book 1),Positive,0.5,['pierrot columbine', 'pierrot´s love']
28,@Liiiiiiiisssssa,18 years ago today we still remember the innocent lives tragically taken. RIP to all the victims of Columbine High School.…,Positive,0.33,['innocent lives', 'rip', 'columbine', 'school.…']
29,@PerceptiveBree,18 years ago 13 Americans were killed in Columbine High School mass shooting Congress did nothing. 100s of school shoo…,Negative,-0.020000000000000004,['columbine', 'high school mass shooting', 'congress', 'school shoo…']
30,@tylinamxo,Today we remember the innocent lives lost in tragedy. 18 years later we will never forget,Positive,0.25,['innocent lives']
31,@Juhsace,Rest In Peace to all 15 people who lost their lives at Columbine High School on April 20th 1999 😔❤️ I hope you're all at…,Positive,0.08,['rest', 'columbine', 'high school', 'april']
32,@deathgsm,Today in 1999: The Columbine High School massacre.,Positive,0.16,['columbine', 'high school massacre']
33,@NellCurley,This was the 19th anniversary of the Columbine High School shooting. Just remembered that.,Positive,0.16,['columbine', 'high school']
34,@thynickylaczko,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
35,@film_chevalier,18 years ago 13 Americans were killed in Columbine High School mass shooting Congress did nothing. 100s of school shoo…,Negative,-0.020000000000000004,['columbine', 'high school mass shooting', 'congress', 'school shoo…']
36,@EmprssChristine,DUDE WEED LMAODUDE HITLER LMAODUDE COLUMBINE LMAO,Positive,0.6,['dude weed lmaodude hitler lmaodude columbine lmao']
37,@SuperGrover9,We remember and honor those lost and injured in the Columbine massacre which took place 18 years ago today...,Neutral,0.0,['columbine']
38,@KenniePowers,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
39,@gmillsapsPGA,We promised to never forget them. Always remember the lives that were lost on this day 18 years ago at High School.,Positive,0.16,['high school']
40,@emilybremner2,We promised to never forget them. Always remember the lives that were lost on this day 18 years ago at High School.,Positive,0.16,['high school']
41,@Cavalier2757,Tonight the Tribeca Film Festival will present a special screening of Bowling for Columbine on the 18th anniversary of the tr…,Positive,0.17857142857142858,['tribeca film', 'bowling', 'columbine']
42,@Alex_Truskowski,Today in 1999: The Columbine High School massacre.,Positive,0.16,['columbine', 'high school massacre']
43,@AnusFarrell,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
44,@GiselletheeBest,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
45,@BaptVerbeke,COLUMBINE lit as fuck 🔥🔥🔥,Negative,-0.4,['columbine', 'fuck 🔥🔥🔥']
46,@Leaurain,The Columbine High School Massacre Occurred 18 Years Ago Today,Positive,0.16,['columbine', 'high school', 'massacre occurred', 'years ago']
47,@rm1evo,This is the only thing Coloradoans should think about on 4/20,Neutral,0.0,['coloradoans']
48,@j22103452206,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
49,@castiellexx,18 years ago 13 Americans were killed in Columbine High School mass shooting Congress did nothing. 100s of school shoo…,Negative,-0.020000000000000004,['columbine', 'high school mass shooting', 'congress', 'school shoo…']
50,@4stephaniesharp,Wherein gun lobbyist uses abortion to justify on the anniversary of,Neutral,0.0,['wherein', 'gun lobbyist uses abortion']
51,@JyeMaraj,⚡ Columbine High School shooting victims remembered on 18th,Positive,0.16,['columbine', 'high school']
52,@strayasf,1000 Columbine,Neutral,0.0,['columbine']
53,@3adriennejordan,HAPPY 420 YALL AND REST IN PEACE COLUMBINE VICTIMS ❤️,Positive,0.8,['happy', 'yall and rest in peace columbine victims']
54,@SavvyGirl26,What do u do when ur fave show isn't coming on tonight? Go to a movie.,Neutral,0.0,['ur fave show']
55,@bradie_kish,Kinda breaks my heart that Columbine is forgotten about because people are more interested in drugs. 🙃,Positive,0.375,['kinda', 'columbine']
56,@chicco_stickk,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
57,@Jessie_912_,It's 4/20-Happy birthday Hitler and it's the anniversary of the Columbine shooting!!!,Neutral,0.0,["'s 4/20-happy birthday", 'hitler', 'columbine']
58,@Swaggpappiee,While many people know 4/20 as a day for smoking weed some don't know that it was the day in 1999 of the Columbine Shooting…,Positive,0.5,['columbine shooting…']
59,@Roberts2032,Not a lot of people will mention this Today but RIP to the 16 kids  1 teacher who were killed in the Columbine Massacre…,Negative,-0.2,['rip', 'columbine massacre…']
60,@_TheGoober,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
61,@BruceWayne_Ave,Today in 1999 thirteen people are murdered at Columbine High School,Positive,0.16,['columbine', 'high school']
62,@maraaaab,lil yachty: hey lil' mama would you like to be my sunshine?me: 😀😍☀️lil yachty: nigga touch my gang we gon' turn this shit to…,Negative,-0.2,['lil yachty', 'hey lil', '😀😍☀️lil yachty', 'nigga touch', 'shit to…']
63,@AirborneMoose,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
64,@Gooseps,You mean columbine shooting,Negative,-0.3125,['columbine shooting']
65,@dtfloljk,Not a lot of people will mention this Today but RIP to the 16 kids  1 teacher who were killed in the Columbine Massacre…,Negative,-0.2,['rip', 'columbine massacre…']
66,@kaydxnce,Today in 1999: The Columbine High School massacre.,Positive,0.16,['columbine', 'high school massacre']
67,@BrandonAyuso3,happy birthday hitlerhappy columbine shooting anniversaryhappy weed day,Positive,0.8,['happy birthday hitlerhappy columbine shooting anniversaryhappy']
68,@SaraMagno4,We promised to never forget them. Always remember the lives that were lost on this day 18 years ago at High School.,Positive,0.16,['high school']
69,@AshyGod,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
70,@ssammycelis,Rest In Peace to all 15 people who lost their lives at Columbine High School on April 20th 1999 😔❤️ I hope you're all at…,Positive,0.08,['rest', 'columbine', 'high school', 'april']
71,@_ProductOfNY,April 20 1999 Remembering the victims of the Columbine High School shooting 18 years ago today.,Positive,0.16,['april', 'remembering', 'columbine', 'high school']
72,@MurphyDevin8,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
73,@ChrEugLee,Since I always grumble about Star Wars Day and Kent State I guess I'm required to mention that Columbine happened on 4/20,Neutral,0.0,['wars', 'kent', 'columbine']
74,@CallMeDaddy823,A Time to Remember. A Time to Hope. April 20 1999. Never Forgotten.WE ARE COLUMBINE,Neutral,0.0,['remember', 'hope', 'april', 'never forgotten.we are columbine']
75,@Nprdude,Today we remember the lives lost  forever changed at Columbine High School.,Positive,0.16,['columbine', 'high school']
76,@brendamaiy,What the scene looked like in 1999 during the Columbine High School shooting,Positive,0.16,['columbine', 'high school']
77,@lexiiiiv,Today is the anniversary of a day that affects so many in We will never forget 😔,Positive,0.5,[]
78,@parker_annab,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
79,@Briggy42,A Time to Remember. A Time to Hope. April 20 1999. Never Forgotten.WE ARE COLUMBINE,Neutral,0.0,['remember', 'hope', 'april', 'never forgotten.we are columbine']
80,@thevanellaspice,marilyn manson at bowling for columbine. this Iconic interview,Positive,0.5,['marilyn manson', 'iconic']
81,@Anna_Vanjacobs,18 years ago 13 Americans were killed in Columbine High School mass shooting Congress did nothing. 100s of school shoo…,Negative,-0.020000000000000004,['columbine', 'high school mass shooting', 'congress', 'school shoo…']
82,@hellsballs,My son was a Columbine shooter. This is my story via,Neutral,0.0,['columbine']
83,@anntzt,Chatfield nets sweep of rival,Neutral,0.0,['chatfield', 'nets sweep']
84,@ka_rush22,18 years ago 13 Americans were killed in Columbine High School mass shooting Congress did nothing. 100s of school shoo…,Negative,-0.020000000000000004,['columbine', 'high school mass shooting', 'congress', 'school shoo…']
85,@prizmsm,We promised to never forget them. Always remember the lives that were lost on this day 18 years ago at High School.,Positive,0.16,['high school']
86,@TheVictoryTour,We Need Strict Background checks !⚡️ “Columbine High School shooting victims remembered on 18th,Positive,0.16,['need strict background', '⚡️ “columbine', 'high school']
87,@coolguydev_,We remember and honor those lost and injured in the Columbine massacre which took place 18 years ago today...,Neutral,0.0,['columbine']
88,@Mia_as_if_,🙏🏽 never forget,Neutral,0.0,[]
89,@flawless_adrian,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
90,@Anna_Atherton3,As a community we promised 18 years ago that we would never forget.          ,Neutral,0.0,[]
91,@XXIMARCY,It's been 18 years since columbine,Neutral,0.0,[]
92,@tripleKETT,I got to visit Columbine in person last year it was very humbling. This quote from the memorial stuck with me.,Positive,0.1,['columbine']
93,@sadllama7,The only 420 I really remember was the Columbine massacre.....and that really ruined everyone's high. Bad day.,Negative,-0.02799999999999996,['columbine', 'massacre ... ..and']
94,@Nutri_Claudine,Violence is getting so common... Today as we commemorate we also mourn another deadly attack on innoce…,Negative,-0.25,['violence', 'common ...']
95,@nat_the_rad_rat,Today marks the 18th anniversary of the shooting at Columbine High School:,Positive,0.16,['columbine', 'high school']
96,@Austin_Gray_213,Aye I know i flaunt 4/20 and all but can we take a second out of our days and have a remembrance for everyone on columbine 🙏🏻,Neutral,0.0,['aye', 'i flaunt', 'columbine 🙏🏻']
97,@thepagelady,It’s been 18 years since Columbine. I wrote about the martyrs it created and the narrative they were forced into.,Negative,-0.30000000000000004,['it’s', 'columbine']
98,@PrincessaPsycho,I got to visit Columbine in person last year it was very humbling. This quote from the memorial stuck with me.,Positive,0.1,['columbine']
99,@yxngcrybaby,What about Dylan Klebold and Eric Harris the Columbine shooters?,Neutral,0.0,['dylan klebold', 'eric harris', 'columbine']
100,@CJSmith7880,In the 18 yrs since an entire generation has grown up w/ the reality of mass shootings. We owe them better.,Positive,0.25,['entire generation', 'mass shootings']
