index,author,tweet,label,polarity,nouns
1,@em2wice,In ‘The Immortal Life of Henrietta Lacks’ science gives way to an emotional process,Neutral,0.0,['immortal', 'henrietta lacks’', 'emotional process']
2,@massmiracles,Oprah Winfrey stars in a movie-length treatment of the complex tale of Henrietta Lacks.,Negative,-0.3,['oprah winfrey', 'movie-length treatment', 'complex tale', 'henrietta lacks']
44,@musicflag,Review: Oprah Goes Deep in Henrietta Lacks - TIME,Neutral,0.0,['review', 'oprah goes deep', 'henrietta lacks', 'time']
45,@Beckypackersfan,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
46,@TheBFRoom,THE NEW YORK TIMES: The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Positive,0.13636363636363635,['the new york times', 'nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
47,@electro_edward,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
48,@ahimsa_pdx,Who Was Henrietta Lacks? 5 Striking Facts About The ‘Mother Of Modern Medicine’ via,Positive,0.35,['who was henrietta lacks', 'striking facts', 'medicine’']
49,@bimalexsandro,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
50,@liz_lawlz,Who Was Henrietta Lacks? 5 Striking Facts About The ‘Mother Of Modern Medicine’ via,Positive,0.35,['who was henrietta lacks', 'striking facts', 'medicine’']
51,@bigredsaidso,Who was Henrietta Lacks? 5 striking facts about the ‘Mother of Modern Medicine’,Positive,0.35,['who', 'henrietta lacks', 'medicine’']
52,@solovelyJune,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
53,@nytimes_once,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
54,@JPSmoothe,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
55,@cuthy963,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
56,@thelovelygirl,Who Was Henrietta Lacks? 5 Striking Facts About The ‘Mother Of Modern Medicine’ via,Positive,0.35,['who was henrietta lacks', 'striking facts', 'medicine’']
57,@AmyAlex63,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
58,@NicoleL31853620,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
59,@enterprise47,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
60,@__n__a__r__a__,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
61,@RepresentPledge,Who Was Henrietta Lacks? 5 Striking Facts About The ‘Mother Of Modern Medicine’ via,Positive,0.35,['who was henrietta lacks', 'striking facts', 'medicine’']
62,@dailybiz_news_,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
63,@2emmy_b,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
64,@The_Lovely_Miss,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
65,@RuedaCB,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
66,@Estadopd51,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
67,@sandyc1772,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
68,@AnnaWHmag,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
69,@Neidra,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
70,@mayc2325,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
71,@Duph07,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
72,@CeeCeesCorner,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
73,@Spencer2490,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
74,@SirHCaulfield,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
75,@deduped_nytimes,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
76,@TheRabenGroup,.@Oprah was in DC for the premiere of The Immortal Life of Henrietta Lacks. has more!,Positive,0.625,['oprah', 'dc', 'immortal', 'henrietta lacks']
77,@booboodip,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
78,@418829,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
79,@nytimes,The NYT review of HBO's "The Immortal Life of Henrietta Lacks" starring Oprah Winfrey,Neutral,0.0,['nyt', 'hbo', 'immortal', 'henrietta lacks', 'oprah winfrey']
80,@ArtsHumana,7 Things To Know About Henrietta,Neutral,0.0,['know', 'henrietta']
81,@CollectedN,In ‘The Immortal Life of Henrietta Lacks’ science gives way to an emotional process,Neutral,0.0,['immortal', 'henrietta lacks’', 'emotional process']
82,@TexAlbert,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
83,@CoreyWelch_STEM,Go ahead and give this a read 🙂 BGN Movie Review: The Immortal Life of Henrietta,Neutral,0.0,['bgn movie review', 'immortal', 'henrietta']
84,@holachola,Go ahead and give this a read 🙂 BGN Movie Review: The Immortal Life of Henrietta,Neutral,0.0,['bgn movie review', 'immortal', 'henrietta']
85,@moonphases,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
86,@LandauCamar,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
87,@sandyc1772,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
88,@thegemmadiaries,Go ahead and give this a read 🙂 BGN Movie Review: The Immortal Life of Henrietta,Neutral,0.0,['bgn movie review', 'immortal', 'henrietta']
89,@_Books__,The Immortal Life of Henrietta Lacks Rebecca Skloot (Author) (5228) Buy new: $16.00 $9.65…,Positive,0.13636363636363635,['immortal', 'henrietta lacks rebecca skloot', 'author', 'buy', '$ 9.65…']
90,@lasenorarivera,Go ahead and give this a read 🙂 BGN Movie Review: The Immortal Life of Henrietta,Neutral,0.0,['bgn movie review', 'immortal', 'henrietta']
91,@GamePlayViews,Review: Oprah Goes Deep in Henrietta Lacks - TIME: TIME Review: Oprah Goes Deep in…,Neutral,0.0,['review', 'oprah goes deep', 'henrietta lacks', 'time', 'time review', 'oprah goes deep']
92,@NataliaNatdr,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
93,@TrendStyleDaily,Review: Oprah Goes Deep in Henrietta Lacks Oprah Winfrey is so culturally omnipresent that it’s easy to forget j…,Positive,0.17777777777777778,['review', 'oprah goes deep', 'henrietta lacks oprah winfrey']
94,@libelousliberal,story brought to life by an extraordinary woman. See this movie everyone should know the story of HeLa!,Positive,0.41666666666666663,['extraordinary woman', 'hela']
95,@jazzjo,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
96,@mikelking,QA: Could the Henrietta Lacks case happen today?,Neutral,0.0,['qa', 'henrietta lacks']
97,@StarsTVMag,John Beasley &gt Oprah Winfrey stars as the title character in HBO'...,Neutral,0.0,['john beasley', 'oprah winfrey', 'title character', 'hbo']
98,@mel_leilani,Go ahead and give this a read 🙂 BGN Movie Review: The Immortal Life of Henrietta,Neutral,0.0,['bgn movie review', 'immortal', 'henrietta']
99,@Moohywer,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
100,@Khatem63084681,Review: Oprah goes deep in 'Henrietta Lacks',Neutral,0.0,['review', 'oprah', 'lacks']
