index,author,tweet,label,polarity,nouns
1,@recordeli,Recordeli get stocked「Our Man In Paris」by Dexter Gordon ▶︎,Neutral,0.0,['recordeli', 'stocked「our man', 'paris」by dexter gordon']
2,@WoodardHortense,Paris 4/20 Attack Hoax Caused by Alex Jones--Lies Lies Lies! NWO Secret ... via,Negative,-0.4,['attack hoax caused', 'alex jones', 'lies lies lies', 'nwo', 'secret ...']
46,@MurielleBaron,The police officer killed in the Paris attack was a proud defender of gay rights,Positive,0.33888888888888896,['police officer', 'paris', 'proud defender', 'gay rights']
47,@aark1954,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
48,@zvezda_int,Paris attack aimed at destabilising country in its 'decisive hours' - Macron,Neutral,0.0,["'decisive hours", 'macron']
49,@OsborneInk,Britain First leader posts blatant fake news gets caught out immediately,Negative,-0.25,['britain', 'leader posts blatant fake news']
50,@BibleApocalypse,EU vice president calls for diversity... a few hours before Paris terror attack.,Negative,-0.2,['eu', 'vice president calls', 'diversity ...', 'paris', 'terror attack']
51,@billpostmus,BREAKING: Written note defending ISIS found next to body of gunman French judicial source says.,Neutral,0.0,['breaking', 'written', 'isis', 'french judicial source']
52,@JSPartisan,The police officer killed in the Paris attack was a proud defender of gay rights,Positive,0.33888888888888896,['police officer', 'paris', 'proud defender', 'gay rights']
53,@kallaber,Paris Terror: AP Humiliated AGAIN With Trump 'Fact Check' (Bonus: NBC News Appearance!),Neutral,0.0,['humiliated again', 'trump', 'bonus', 'nbc news', 'appearance']
54,@mikeymahon35,Oh look a crowd of 'moderate' Muslims celebrating the Paris terror attack in London.,Neutral,0.0,['oh', 'muslims', 'paris', 'terror attack', 'london']
55,@thegoodamerikan,The police officer killed in the Paris attack was a proud defender of gay rights,Positive,0.33888888888888896,['police officer', 'paris', 'proud defender', 'gay rights']
56,@KaewKosa12,1 police officer killed 2 others severely injured in shooting attack on Champs Elysees in Paris gunman killed by police,Negative,-0.2,['police officer', 'champs elysees', 'paris']
57,@sudeepkhatri,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
58,@Chafoua,The police officer killed in the Paris attack was a proud defender of gay rights,Positive,0.33888888888888896,['police officer', 'paris', 'proud defender', 'gay rights']
59,@MurphyLillian,DRAMATIC VIDEO: Paris Jihadi Who Killed Police Officer Was Released Early From 20 yr Jail Sentence,Negative,-0.15833333333333333,['dramatic video', 'paris jihadi who killed', 'was released early', 'yr jail', 'sentence']
60,@neil45534840,We learn today that the Paris policeman shot by terrorist was Gay. Talk about killing two birds with one stone.,Positive,0.4166666666666667,['paris', 'policeman shot', 'gay', 'talk']
61,@DianeDallas10,Look what EU globalist open borders did to Paris. They must be so proud.,Positive,0.4,['eu', 'paris']
62,@Fantomax94,France please vote for Marine Le Pen or you will see more of this.,Positive,0.5,['france', 'pen']
63,@ingrasam,The police officer killed in the Paris attack was a proud defender of gay rights,Positive,0.33888888888888896,['police officer', 'paris', 'proud defender', 'gay rights']
64,@anth8541,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
65,@bertadesherlia,Multiple Antifa accounts celebrating Paris terror attacks on open comms,Neutral,0.0,['multiple antifa', 'paris', 'terror attacks', 'open comms']
66,@Amethystca,Marine Le Pen has called for the immediate reinstatement of border checks in response to the Paris shooting.,Neutral,0.0,['pen', 'immediate reinstatement', 'border checks', 'paris']
67,@stephaniewads10,Last year Muslims murdered more people in France than were killed by terrorism in the country during the entire 20th century…,Positive,0.06,['muslims', 'france', 'entire 20th century…']
68,@AndyWoodward85,The UK strongly condemns the appalling terrorist attack in Paris. The Prime Minister has passed on her condolences to Pres…,Positive,0.04166666666666666,['uk', 'terrorist attack', 'paris', 'prime', 'pres…']
69,@NantucketDSA,Obama ended up apologizing for not joining solidarity march post-Charlie Hebdo. Trump openly boosts politicization of Pari…,Neutral,0.0,['obama', 'solidarity march post-charlie', 'hebdo', 'trump', 'boosts politicization', 'pari…']
70,@levelscafe,Off to or au weekend? No? Don't worry. You can still yak in and with us tomo…,Neutral,0.0,['off', 'au weekend']
71,@tstevensradio,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
72,@AntiLeftistsFas,Paris: Muslim in Champs Elysees attack was known terrorist prior arrest for attacks on police,Negative,-0.025,['muslim', 'champs elysees']
73,@nds1776,No. French people should not have to live under the threat of being massacred because of your submission to Islamism,Positive,0.06818181818181818,['french people', 'islamism']
74,@Joseph1379,Terrorists Open Fire on Police on Paris’s Champs Elysees One Officer DEAD via,Negative,-0.1,['terrorists', 'open fire', 'paris’s champs elysees', 'dead']
75,@leftylabourtech,Compared to Toronto where fare increases are the norm Paris deliberately undercharges on fares to attract ridership. Imagin…,Neutral,0.0,['compared', 'toronto', 'fare increases', 'paris', 'imagin…']
76,@DaveNelsonn,ISIS-claimedWhen is political correctness going to claim responsibility?#tcot,Neutral,0.0,['isis-claimedwhen', 'political correctness', 'claim responsibility', '# tcot']
77,@RobertCitizen,Don't just pray for Paris. VOTE. #Paris,Neutral,0.0,['paris', 'vote', 'paris']
78,@Trumpocrat17,Paris is no longer safe – it's a War Zone!Illegal Muslim Invaders have made the streets of Paris their homes  toilets...#C…,Positive,0.5,['safe –', 'war zone', 'illegal muslim invaders', 'paris', 'homes toilets ... #', 'c…']
79,@tcgnome,As Paris Hilton would say "That was so NOT hot!" 😵,Negative,-0.15625,['paris hilton', 'not']
80,@FunPartyEtsyNYC,Bridal Shower I Love You Game in Paris theme:,Positive,0.04999999999999999,['bridal shower', 'love', 'game', 'paris']
81,@CampbellJamee,claims responsibility for the Paris terrorist attack. Just another peaceful Muslim. Nothing to see here…,Positive,0.25,['claims responsibility', 'paris', 'terrorist attack', 'muslim']
82,@BiswasRanit,The gunman who killed a police officer and wounded two people on the Champs-Elysees was arrested in February.,Negative,-0.2,['police officer', 'champs-elysees', 'february']
83,@thekrazykobra,Church of Saint-Vincent-de-Paul near Gare du Nord in,Positive,0.1,['saint-vincent-de-paul', 'gare', 'nord']
84,@Carreyland,Best moment in Paris?Best moment of my life!,Positive,1.0,['paris']
85,@lightdreamer365,Better get used t it says Macron,Positive,0.5,['macron']
86,@MONBEAUBETON,everywhere,Neutral,0.0,[]
87,@TravelGenieReg,Jet Airways Introduces Chennai-Paris Bengaluru-Amsterdam Flights,Neutral,0.0,['jet airways introduces chennai-paris bengaluru-amsterdam flights']
88,@Darahaeyoung,Koreans are calling Yoochun’s girlfriend the "Korean Paris Hilton" via,Neutral,0.0,['koreans', 'yoochun’s', 'korean paris hilton']
89,@stevano_b,First picture of ISIS terrorist who shot policeman dead in Paris Reallythey had all that on him?amazed!,Neutral,0.0,['isis', 'shot policeman', 'paris reallythey']
90,@dieb1948,ISIS claims deadly attack.,Negative,-0.2,['isis']
91,@FaheemBaig0077,Belgian federal prosecutor's office denies any link between in ht…,Neutral,0.0,["belgian federal prosecutor 's office denies"]
92,@its_sopherzzzz,Ok Paris Hilton has some cute ass dogs,Positive,0.5,['ok paris hilton', 'cute ass dogs']
93,@southernkimmy,France Identifies 39-Year-Old Suspected Islamist Who Had Shot Officers Before as Paris Attacker - Breitbart News,Neutral,0.0,['france identifies', 'suspected islamist who', 'shot officers', 'paris attacker', 'breitbart']
94,@Bukasinworld,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
95,@gailg523,Gosh Megan it's SO GOOD to hear from you. Your Paris pics were great. Can't believe how bi…,Positive,0.75,['gosh megan', 'so good', 'your paris', 'ca']
96,@USPatriot01810,Blog: Will the Paris terror attack impact the French presidential election?,Neutral,0.0,['blog', 'will', 'paris', 'terror attack impact', 'french presidential election']
97,@deyoout,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on pre…,Positive,0.25,['terrorist attack', 'paris', 'france', 'will', 'big effect']
98,@BetteGaeDart,This lying thieving socialist coward! THIS MAN is the reason that Paris is bleeding. We will have Le Pen!#ChampsElyse…,Neutral,0.0,['socialist coward', 'this man', 'paris', 'pen', 'champselyse…']
99,@roomeezon,Give the speech in Teheran traitor!#Paris Russia,Neutral,0.0,['teheran', 'paris russia']
100,@sufyq,How can Twitter tick an account which tweets out a cricket win as celebrating Paris attack'? Ban Fake news,Positive,0.15000000000000002,['twitter', 'paris', 'ban fake']
